,committing,disadvantaged,decision
46104,Jamal Murray,Joe Ingles,CNC
46105,Donovan Mitchell,Jerami Grant,CC
46106,Jerami Grant,Mike Conley,CC
46107,Rudy Gobert,Jamal Murray,CC
46108,Michael Porter Jr.,Donovan Mitchell,CC
46109,Jeff Green,Shai Gilgeous-Alexander,CC
46110,James Harden,Chris Paul,CNC
46111,James Harden,Chris Paul,CNC
46112,Shai Gilgeous-Alexander,Jeff Green,CNC
46113,Dennis Schroder,James Harden,CNC
46114,PJ Tucker,Luguentz Dort,IC
46115,Danuel House Jr.,Danilo Gallinari,CNC
46116,Jeff Green,Dennis Schroder,CNC
46117,Luguentz Dort,James Harden,CNC
46118,James Harden,Chris Paul,CC
46119,Luguentz Dort,James Harden,CNC
46120,Eric Gordon,Dennis Schroder,CC
46121,PJ Tucker,Dennis Schroder,CNC
46122,Chris Paul,Jeff Green,CNC
46123,PJ Tucker,Chris Paul,CNC
46124,PJ Tucker,Chris Paul,CNC
46125,PJ Tucker,Chris Paul,CC
46126,Robert Covington,Chris Paul,CNC
46127,Robert Covington,Chris Paul,CNC
46128,Chris Paul,Rockets,CNC
46129,Chris Paul,Russell Westbrook,CNC
46130,James Harden,Steven Adams,CNC
46131,Steven Adams,Rockets,CNC
46132,Steven Adams,James Harden,CNC
46133,PJ Tucker,Steven Adams,CNC
46134,Steven Adams,Russell Westbrook,CNC
46135,Dennis Schroder,Russell Westbrook,CNC
46136,Steven Adams,PJ Tucker,CNC
46137,James Harden,Shai Gilgeous-Alexander,CNC
46138,Dennis Schroder,Russell Westbrook,CNC
46139,Shai Gilgeous-Alexander,PJ Tucker,CNC
46140,Danilo Gallinari,Rockets,CNC
46141,Dennis Schroder,James Harden,CNC
46142,James Harden,Dennis Schroder,CNC
46143,Robert Covington,Chris Paul,CC
46144,James Harden,Shai Gilgeous-Alexander,CNC
46145,Russell Westbrook,Shai Gilgeous-Alexander,CC
46146,Russell Westbrook,Danilo Gallinari,CC
46147,Luguentz Dort,James Harden,CNC
46148,Royce O'Neale,Jamal Murray,CNC
46149,Rudy Gobert,Nuggets,CNC
46150,Mike Conley,Jamal Murray,CNC
46151,Nuggets,Jazz,CC
46152,Jamal Murray,Donovan Mitchell,CNC
46153,Gary Harris,Donovan Mitchell,CNC
46154,Mason Plumlee,Jazz,CNC
46155,Rudy Gobert,Nuggets,CNC
46156,Mason Plumlee,Rudy Gobert,INC
46157,Nuggets,Jazz,CNC
46158,Gary Harris,Royce O'Neale,CNC
46159,Royce O'Neale,Nuggets,CNC
46160,Gary Harris,Donovan Mitchell,CNC
46161,Rudy Gobert,Nuggets,INC
46162,Jamal Murray,Mike Conley,CNC
46163,Kyle Lowry,Kemba Walker,CNC
46164,Fred VanVleet,Daniel Theis,CNC
46165,Serge Ibaka,Daniel Theis,CNC
46166,Jayson Tatum,Serge Ibaka,CNC
46167,Pascal Siakam,Jaylen Brown,CNC
46168,Jaylen Brown,Pascal Siakam,CNC
46169,Kemba Walker,Fred VanVleet,CNC
46170,Jayson Tatum,Fred VanVleet,CNC
46171,Kyle Lowry,Kemba Walker,CNC
46172,Jayson Tatum,OG Anunoby,CC
46173,Jayson Tatum,Raptors,CC
46174,Jaylen Brown,Kyle Lowry,CC
46175,Kemba Walker,Serge Ibaka,CNC
46176,Fred VanVleet,Jaylen Brown,CNC
46177,Marcus Smart,Pascal Siakam,CNC
46178,OG Anunoby,Jayson Tatum,CNC
46179,Marcus Smart,Raptors,CNC
46180,Serge Ibaka,Jaylen Brown,CNC
46181,Pascal Siakam,Jaylen Brown,CC
46182,OG Anunoby,Kemba Walker,CNC
46183,Fred VanVleet,Kemba Walker,CNC
46184,Kyle Lowry,Marcus Smart,CNC
46185,Serge Ibaka,Marcus Smart,CNC
46186,Jayson Tatum,Fred VanVleet,CNC
46187,Chris Paul,Robert Covington,CNC
46188,Chris Paul,Robert Covington,CNC
46189,Shai Gilgeous-Alexander,Eric Gordon,CNC
46190,Russell Westbrook,Shai Gilgeous-Alexander,CNC
46191,Shai Gilgeous-Alexander,Rockets,CNC
46192,Steven Adams,Rockets,INC
46193,PJ Tucker,Rockets,CNC
46194,Steven Adams,PJ Tucker,CNC
46195,Eric Gordon,Chris Paul,CNC
46196,Steven Adams,Eric Gordon,CNC
46197,Chris Paul,James Harden,CNC
46198,PJ Tucker,Luguentz Dort,CNC
46199,Luguentz Dort,James Harden,CNC
46200,PJ Tucker,Dennis Schroder,CNC
46201,Dennis Schroder,Russell Westbrook,CNC
46202,Robert Covington,Shai Gilgeous-Alexander,CNC
46203,James Harden,Luguentz Dort,CNC
46204,Luguentz Dort,James Harden,CC
46205,Luguentz Dort,James Harden,CNC
46206,Luguentz Dort,James Harden,CC
46207,Luguentz Dort,Robert Covington,CC
46208,James Harden,Chris Paul,CC
46209,Steven Adams,PJ Tucker,CNC
46210,Russell Westbrook,Steven Adams,CNC
46211,Brook Lopez,Bam Adebayo,CC
46212,Jae Crowder,Giannis Antetokounmpo,CC
46213,Bam Adebayo,Khris Middleton,CNC
46214,Giannis Antetokounmpo,Heat,CNC
46215,Bam Adebayo,Giannis Antetokounmpo,CC
46216,Jimmy Butler,Wesley Matthews,CNC
46217,Goran Dragic,Eric Bledsoe,CNC
46218,Eric Bledsoe,Heat,CNC
46219,Bam Adebayo,Giannis Antetokounmpo,CC
46220,Jae Crowder,Khris Middleton,CNC
46221,Giannis Antetokounmpo,Jae Crowder,CNC
46222,Goran Dragic,Khris Middleton,CNC
46223,Bucks,Heat,CC
46224,Brook Lopez,Tyler Herro,CNC
46225,Kyle Korver,Jimmy Butler,INC
46226,George Hill,Heat,INC
46227,Jimmy Butler,Bucks,INC
46228,Goran Dragic,Brook Lopez,CNC
46229,Jimmy Butler,George Hill,CNC
46230,Wesley Matthews,Jimmy Butler,CNC
46231,Donte DiVincenzo,Jimmy Butler,CC
46232,Goran Dragic,Khris Middleton,CC
46233,Tyler Herro,Wesley Matthews,CNC
46234,Giannis Antetokounmpo,Jimmy Butler,CC
46235,Kemba Walker,Kyle Lowry,CNC
46236,Kyle Lowry,Jaylen Brown,CNC
46237,Marc Gasol,Daniel Theis,CNC
46238,Jaylen Brown,Pascal Siakam,CNC
46239,Fred VanVleet,Daniel Theis,CNC
46240,Marc Gasol,Marcus Smart,CNC
46241,Kemba Walker,Kyle Lowry,CNC
46242,Daniel Theis,Fred VanVleet,CNC
46243,Daniel Theis,Fred VanVleet,INC
46244,Kyle Lowry,Celtics,INC
46245,Jaylen Brown,OG Anunoby,CNC
46246,Bam Adebayo,Brook Lopez,CNC
46247,Tyler Herro,George Hill,CNC
46248,Eric Bledsoe,Jimmy Butler,INC
46249,Jimmy Butler,Brook Lopez,CC
46250,Jae Crowder,Khris Middleton,CNC
46251,Brook Lopez,Goran Dragic,CNC
46252,Goran Dragic,Khris Middleton,CNC
46253,Jae Crowder,George Hill,CNC
46254,Jimmy Butler,Eric Bledsoe,CNC
46255,Bam Adebayo,Wesley Matthews,CNC
46256,Brook Lopez,Bam Adebayo,CNC
46257,Goran Dragic,George Hill,CNC
46258,Bam Adebayo,Brook Lopez,CNC
46259,Bam Adebayo,Khris Middleton,CNC
46260,Brook Lopez,Jae Crowder,CNC
46261,Wesley Matthews,Jimmy Butler,CNC
46262,George Hill,Jimmy Butler,INC
46263,Brook Lopez,Jae Crowder,CNC
46264,Jimmy Butler,Donte DiVincenzo,CNC
46265,Donte DiVincenzo,Jimmy Butler,CNC
46266,Jimmy Butler,Khris Middleton,CNC
46267,Jae Crowder,Khris Middleton,CNC
46268,Goran Dragic,Donte DiVincenzo,CC
46269,Eric Bledsoe,Goran Dragic,CNC
46270,Bam Adebayo,George Hill,CNC
46271,Jae Crowder,Khris Middleton,CNC
46272,Jae Crowder,Khris Middleton,CNC
46273,Brook Lopez,Bam Adebayo,CNC
46274,Brook Lopez,Bam Adebayo,CNC
46275,Eric Bledsoe,Jae Crowder,CNC
46276,Bam Adebayo,Brook Lopez,CC
46277,Wesley Matthews,Jimmy Butler,CNC
46278,Jimmy Butler,Eric Bledsoe,CNC
46279,Khris Middleton,Jae Crowder,CC
46280,Jimmy Butler,Eric Bledsoe,CNC
46281,Jimmy Butler,George Hill,CNC
46282,George Hill,Tyler Herro,CNC
46283,Khris Middleton,Tyler Herro,CNC
46284,Tyler Herro,Khris Middleton,CNC
46285,Andre Iguodala,Khris Middleton,CC
46286,Pascal Siakam,Jaylen Brown,CNC
46287,Kyle Lowry,Jaylen Brown,CC
46288,Daniel Theis,Pascal Siakam,CNC
46289,Daniel Theis,Fred VanVleet,CNC
46290,Kemba Walker,Fred VanVleet,CNC
46291,Daniel Theis,Fred VanVleet,CNC
46292,Kyle Lowry,Daniel Theis,CNC
46293,Pascal Siakam,Jayson Tatum,CNC
46294,OG Anunoby,Jayson Tatum,CNC
46295,Nick Nurse,Celtics,CNC
46296,Jayson Tatum,OG Anunoby,CC
46297,Jaylen Brown,Pascal Siakam,CNC
46298,Jaylen Brown,Pascal Siakam,CNC
46299,Pascal Siakam,Jaylen Brown,CNC
46300,OG Anunoby,Kemba Walker,INC
46301,Marcus Smart,OG Anunoby,CNC
46302,Fred VanVleet,Jaylen Brown,CNC
46303,Jayson Tatum,OG Anunoby,CC
46304,Jayson Tatum,Fred VanVleet,CNC
46305,Fred VanVleet,Jayson Tatum,CNC
46306,Norman Powell,Marcus Smart,CNC
46307,OG Anunoby,Daniel Theis,CNC
46308,Norman Powell,Celtics,INC
46309,Kemba Walker,Norman Powell,CC
46310,Pascal Siakam,Jayson Tatum,CNC
46311,OG Anunoby,Jayson Tatum,CNC
46312,Norman Powell,Marcus Smart,CNC
46313,Kemba Walker,Kyle Lowry,CNC
46314,Marcus Smart,Fred VanVleet,CNC
46315,Daniel Theis,Fred VanVleet,CNC
46316,OG Anunoby,Kemba Walker,CNC
46317,Daniel Theis,Pascal Siakam,CNC
46318,Kemba Walker,Fred VanVleet,CNC
46319,Pascal Siakam,Jaylen Brown,CC
46320,OG Anunoby,Marcus Smart,CNC
46321,Kyle Lowry,Jaylen Brown,CC
46322,Kemba Walker,Norman Powell,CNC
46323,Fred VanVleet,Jaylen Brown,CNC
46324,Pascal Siakam,Jayson Tatum,CNC
46325,Kyle Lowry,Marcus Smart,CNC
46326,Daniel Theis,OG Anunoby,CNC
46327,Jayson Tatum,Norman Powell,CNC
46328,Fred VanVleet,Jayson Tatum,CNC
46329,Pascal Siakam,Kemba Walker,CNC
46330,OG Anunoby,Kemba Walker,CNC
46331,OG Anunoby,Jaylen Brown,CNC
46332,Norman Powell,Jayson Tatum,CNC
46333,Marcus Smart,Norman Powell,CC
46334,Jayson Tatum,Kyle Lowry,CNC
46335,Pascal Siakam,Jayson Tatum,CNC
46336,Kemba Walker,Kyle Lowry,CNC
46337,Daniel Theis,Fred VanVleet,CNC
46338,Kemba Walker,Norman Powell,CC
46339,Jaylen Brown,Kyle Lowry,CNC
46340,Raptors,Celtics,CC
46341,Marc Gasol,Marcus Smart,CNC
46342,Gary Harris,Kawhi Leonard,CC
46343,Jamal Murray,Clippers,INC
46344,Nikola Jokic,Paul George,CNC
46345,Paul George,Nikola Jokic,CNC
46346,Lou Williams,Jerami Grant,CNC
46347,Lou Williams,Jerami Grant,CNC
46348,Ivica Zubac,Nikola Jokic,CNC
46349,Paul George,Nikola Jokic,CNC
46350,Nikola Jokic,Paul George,CNC
46351,Michael Porter Jr.,Ivica Zubac,CNC
46352,Marcus Morris,Michael Porter Jr.,CC
46353,Paul George,Monte Morris,CC
46354,Nikola Jokic,Ivica Zubac,CNC
46355,Patrick Beverley,Michael Porter Jr.,CC
46356,Jamal Murray,Patrick Beverley,CNC
46357,Torrey Craig,Paul George,CC
46358,Paul George,Michael Porter Jr.,CC
46359,Fred VanVleet,Kemba Walker,CNC
46360,OG Anunoby,Jayson Tatum,CNC
46361,Jayson Tatum,OG Anunoby,CNC
46362,Grant Williams,Pascal Siakam,CNC
46363,Kyle Lowry,Marcus Smart,CNC
46364,Kyle Lowry,Celtics,INC
46365,Daniel Theis,Kyle Lowry,CC
46366,Pascal Siakam,Jayson Tatum,CNC
46367,Norman Powell,Jayson Tatum,CNC
46368,OG Anunoby,Jayson Tatum,CNC
46369,Fred VanVleet,Grant Williams,INC
46370,Marcus Smart,Norman Powell,CNC
46371,Pascal Siakam,Kemba Walker,CNC
46372,Serge Ibaka,Marcus Smart,CNC
46373,Pascal Siakam,Grant Williams,CNC
46374,Norman Powell,Jayson Tatum,CC
46375,Kyle Lowry,Grant Williams,CC
46376,Marcus Smart,Raptors,CNC
46377,Grant Williams,Fred VanVleet,CNC
46378,OG Anunoby,Kemba Walker,CC
46379,Norman Powell,Jayson Tatum,CNC
46380,Jayson Tatum,Pascal Siakam,CNC
46381,Jimmy Butler,Kemba Walker,CNC
46382,Jimmy Butler,Jayson Tatum,CNC
46383,Jimmy Butler,Jayson Tatum,CNC
46384,Bam Adebayo,Jaylen Brown,CNC
46385,Jae Crowder,Kemba Walker,CNC
46386,Tyler Herro,Kemba Walker,CNC
46387,Jae Crowder,Kemba Walker,CNC
46388,Celtics,Heat,CC
46389,Bam Adebayo,Celtics,CNC
46390,Kemba Walker,Jimmy Butler,CNC
46391,Derrick Jones Jr.,Marcus Smart,IC
46392,Jayson Tatum,Derrick Jones Jr.,CNC
46393,Derrick Jones Jr.,Jayson Tatum,CNC
46394,Jayson Tatum,Heat,INC
46395,Grant Williams,Tyler Herro,CNC
46396,Bam Adebayo,Jaylen Brown,CNC
46397,Jae Crowder,Jaylen Brown,CNC
46398,Kemba Walker,Jimmy Butler,CC
46399,Grant Williams,Bam Adebayo,CNC
46400,Grant Williams,Bam Adebayo,CNC
46401,Goran Dragic,Marcus Smart,CNC
46402,Kemba Walker,Tyler Herro,CNC
46403,Marcus Smart,Bam Adebayo,CNC
46404,Bam Adebayo,Jayson Tatum,CNC
46405,Jae Crowder,Jaylen Brown,CNC
46406,Tyler Herro,Marcus Smart,CNC
46407,Jaylen Brown,Jimmy Butler,CNC
46408,Goran Dragic,Kemba Walker,IC
46409,Andre Iguodala,Jaylen Brown,CNC
46410,Jae Crowder,Marcus Smart,CC
46411,Kemba Walker,Tyler Herro,CNC
46412,Bam Adebayo,Jayson Tatum,CNC
46413,Jayson Tatum,Jimmy Butler,CC
46414,Grant Williams,Andre Iguodala,CNC
46415,Bam Adebayo,Jayson Tatum,CNC
46416,Grant Williams,Bam Adebayo,CC
46417,Jayson Tatum,Heat,CNC
46418,Jimmy Butler,Jayson Tatum,CNC
46419,Jimmy Butler,Jayson Tatum,CNC
46420,Marcus Smart,Bam Adebayo,CNC
46421,Goran Dragic,Daniel Theis,CNC
46422,Daniel Theis,Goran Dragic,CNC
46423,Daniel Theis,Jimmy Butler,CNC
46424,Daniel Theis,Jae Crowder,CNC
46425,Bam Adebayo,Celtics,CNC
46426,Jaylen Brown,Goran Dragic,CNC
46427,Jayson Tatum,Tyler Herro,CNC
46428,Jimmy Butler,Jaylen Brown,CNC
46429,Kemba Walker,Jae Crowder,CNC
46430,Marcus Smart,Heat,CNC
46431,Jae Crowder,Jayson Tatum,CNC
46432,Bam Adebayo,Marcus Smart,CNC
46433,Jayson Tatum,Jae Crowder,CNC
46434,Daniel Theis,Jae Crowder,CNC
46435,Daniel Theis,Goran Dragic,CNC
46436,Jimmy Butler,Jaylen Brown,CC
46437,Daniel Theis,Jimmy Butler,CNC
46438,Jae Crowder,Daniel Theis,CNC
46439,Jaylen Brown,Bam Adebayo,CC
46440,Jaylen Brown,Jimmy Butler,CNC
46441,Kemba Walker,Jimmy Butler,CC
46442,Jimmy Butler,Jaylen Brown,CNC
46443,Enes Kanter,Bam Adebayo,CNC
46444,Nikola Jokic,Anthony Davis,CNC
46445,Anthony Davis,Jerami Grant,CNC
46446,Nikola Jokic,Alex Caruso,CNC
46447,Paul Millsap,LeBron James,CNC
46448,Jerami Grant,LeBron James,CNC
46449,LeBron James,Paul Millsap,CNC
46450,Alex Caruso,Jamal Murray,CNC
46451,Nikola Jokic,Alex Caruso,CNC
46452,LeBron James,Jerami Grant,CNC
46453,Paul Millsap,Kentavious Caldwell-Pope,CNC
46454,Kentavious Caldwell-Pope,Jamal Murray,CNC
46455,PJ Dozier,Lakers,CNC
46456,Kentavious Caldwell-Pope,Jamal Murray,CNC
46457,Kentavious Caldwell-Pope,Jamal Murray,CNC
46458,Nikola Jokic,LeBron James,CNC
46459,LeBron James,Nikola Jokic,CNC
46460,Nikola Jokic,Anthony Davis,CNC
46461,PJ Dozier,Anthony Davis,CNC
46462,PJ Dozier,Anthony Davis,CNC
46463,Anthony Davis,Nikola Jokic,CNC
46464,Anthony Davis,Nikola Jokic,CNC
46465,Jerami Grant,LeBron James,CNC
46466,Danny Green,Jerami Grant,CNC
46467,Jamal Murray,LeBron James,CNC
46468,Nikola Jokic,Lakers,CNC
46469,LeBron James,Jamal Murray,CNC
46470,Paul Millsap,LeBron James,CNC
46471,Danny Green,Jamal Murray,CNC
46472,Jamal Murray,Danny Green,CNC
46473,Nikola Jokic,Anthony Davis,CNC
46474,Marcus Smart,Jimmy Butler,CNC
46475,Andre Iguodala,Jayson Tatum,CNC
46476,Bam Adebayo,Heat,INC
46477,Jimmy Butler,Marcus Smart,CNC
46478,Bam Adebayo,Gordon Hayward,CNC
46479,Jaylen Brown,Goran Dragic,CNC
46480,Gordon Hayward,Andre Iguodala,CNC
46481,Jimmy Butler,Kemba Walker,CNC
46482,Jayson Tatum,Heat,INC
46483,Tyler Herro,Jayson Tatum,CNC
46484,Marcus Smart,Tyler Herro,CNC
46485,Jayson Tatum,Jimmy Butler,CNC
46486,Jimmy Butler,Jayson Tatum,CNC
46487,Andre Iguodala,Jayson Tatum,CNC
46488,Celtics,Heat,CNC
46489,Tyler Herro,Jaylen Brown,CNC
46490,Jimmy Butler,Gordon Hayward,CNC
46491,Marcus Smart,Tyler Herro,CNC
46492,Marcus Smart,Tyler Herro,CC
46493,Jimmy Butler,Kemba Walker,IC
46494,Gordon Hayward,Jimmy Butler,CNC
46495,Marcus Smart,Jimmy Butler,CC
46496,Andre Iguodala,Kemba Walker,CNC
46497,Tyler Herro,Daniel Theis,CNC
46498,Kemba Walker,Jimmy Butler,CC
46499,Jimmy Butler,Jaylen Brown,CNC
46500,Duncan Robinson,Alex Caruso,CNC
46501,Alex Caruso,Duncan Robinson,CNC
46502,Tyler Herro,LeBron James,CC
46503,Jae Crowder,Lakers,CNC
46504,LeBron James,Bam Adebayo,CNC
46505,Jae Crowder,Anthony Davis,CNC
46506,Markieff Morris,Jimmy Butler,CNC
46507,Jimmy Butler,Lakers,CNC
46508,Jimmy Butler,LeBron James,CNC
46509,Jimmy Butler,LeBron James,CNC
46510,Jimmy Butler,LeBron James,INC
46511,Jimmy Butler,LeBron James,CNC
46512,Markieff Morris,Jimmy Butler,CC
46513,Alex Caruso,Jimmy Butler,CNC
46514,Andre Iguodala,Lakers,INC
46515,Jimmy Butler,Anthony Davis,CNC
46516,Jae Crowder,LeBron James,CNC
46517,Anthony Davis,Jimmy Butler,CC
46518,Jimmy Butler,LeBron James,CNC
46519,Duncan Robinson,LeBron James,CNC
46520,Bam Adebayo,Anthony Davis,CNC
46521,Markieff Morris,Jae Crowder,CC
46522,Kentavious Caldwell-Pope,Tyler Herro,CC
46523,Bam Adebayo,LeBron James,CNC
46524,Daniel Theis,Jrue Holiday,CNC
46525,Jrue Holiday,Daniel Theis,CNC
46526,Pat Connaughton,Marcus Smart,CNC
46527,Giannis Antetokounmpo,Daniel Theis,CNC
46528,Daniel Theis,Giannis Antetokounmpo,CNC
46529,Khris Middleton,Jaylen Brown,CNC
46530,Giannis Antetokounmpo,Bucks,INC
46531,Pat Connaughton,Jayson Tatum,CNC
46532,Jaylen Brown,Giannis Antetokounmpo,CNC
46533,Giannis Antetokounmpo,Jayson Tatum,CNC
46534,Jeff Teague,Donte DiVincenzo,CNC
46535,Khris Middleton,Daniel Theis,CNC
46536,Daniel Theis,Khris Middleton,CNC
46537,Daniel Theis,Khris Middleton,CNC
46538,Brook Lopez,Jaylen Brown,CNC
46539,Daniel Theis,Khris Middleton,CNC
46540,Giannis Antetokounmpo,Jaylen Brown,CC
46541,Daniel Theis,Khris Middleton,CNC
46542,Celtics,Bucks,INC
46543,Tristan Thompson,Giannis Antetokounmpo,IC
46544,Harrison Barnes,Nuggets,INC
46545,Nikola Jokic,Harrison Barnes,CC
46546,Jamal Murray,Hassan Whiteside,CC
46547,Paul Millsap,Hassan Whiteside,CC
46548,Buddy Hield,Nikola Jokic,CC
46549,Gary Harris,De'Aaron Fox,CNC
46550,Nikola Jokic,Cory Joseph,CC
46551,Hassan Whiteside,Nikola Jokic,INC
46552,Hassan Whiteside,Will Barton,CNC
46553,Michael Porter Jr.,De'Aaron Fox,CNC
46554,Buddy Hield,Michael Porter Jr.,CNC
46555,Hassan Whiteside,Nikola Jokic,CNC
46556,Will Barton,Harrison Barnes,CNC
46557,Hassan Whiteside,Will Barton,CNC
46558,Michael Porter Jr.,Kings,CNC
46559,De'Aaron Fox,Will Barton,CNC
46560,Cory Joseph,Gary Harris,CC
46561,De'Aaron Fox,Will Barton,CNC
46562,Harrison Barnes,Nuggets,INC
46563,Harrison Barnes,Nikola Jokic,INC
46564,Will Barton,Harrison Barnes,INC
46565,Josh Jackson,Malik Beasley,CNC
46566,Karl-Anthony Towns,Josh Jackson,CNC
46567,Mason Plumlee,Karl-Anthony Towns,CNC
46568,Karl-Anthony Towns,Josh Jackson,CNC
46569,Mason Plumlee,Josh Okogie,CNC
46570,Ricky Rubio,Mason Plumlee,CNC
46571,Mason Plumlee,Karl-Anthony Towns,CC
46572,Ricky Rubio,Blake Griffin,CNC
46573,Mason Plumlee,D'Angelo Russell,CNC
46574,Josh Jackson,Josh Okogie,CC
46575,Ricky Rubio,Jerami Grant,CNC
46576,Timberwolves,Pistons,CC
46577,Duncan Robinson,Evan Fournier,CNC
46578,Duncan Robinson,Markelle Fultz,CNC
46579,Nikola Vucevic,Goran Dragic,CNC
46580,Evan Fournier,Bam Adebayo,CC
46581,Goran Dragic,Markelle Fultz,CC
46582,Aaron Gordon,Goran Dragic,CNC
46583,Jimmy Butler,Markelle Fultz,CNC
46584,Goran Dragic,Markelle Fultz,CNC
46585,Andre Iguodala,Nikola Vucevic,CNC
46586,Andre Iguodala,Evan Fournier,CC
46587,Nikola Vucevic,Goran Dragic,CNC
46588,Goran Dragic,Markelle Fultz,CNC
46589,Bam Adebayo,Markelle Fultz,CNC
46590,Andre Iguodala,Terrence Ross,CC
46591,Bam Adebayo,Aaron Gordon,CNC
46592,Tyler Herro,Aaron Gordon,CC
46593,Bam Adebayo,Markelle Fultz,CNC
46594,Nikola Vucevic,Goran Dragic,CNC
46595,Goran Dragic,Evan Fournier,CC
46597,Russell Westbrook,Joel Embiid,CNC
46598,Joel Embiid,Wizards,CNC
46599,Thomas Bryant,Seth Curry,CNC
46600,Thomas Bryant,Shake Milton,CNC
46601,Shake Milton,Bradley Beal,CNC
46602,Joel Embiid,Thomas Bryant,CC
46603,Isaac Bonga,Ben Simmons,CNC
46604,Joel Embiid,Bradley Beal,CNC
46605,Thomas Bryant,Joel Embiid,CNC
46606,Bradley Beal,Tobias Harris,CNC
46607,Shake Milton,Thomas Bryant,CNC
46608,Isaac Bonga,Tobias Harris,CNC
46609,Tobias Harris,Thomas Bryant,CNC
46610,Isaac Bonga,Shake Milton,CC
46611,Thomas Bryant,Shake Milton,CNC
46612,Joel Embiid,Bradley Beal,CNC
46613,Thomas Bryant,Ben Simmons,INC
46614,Thomas Bryant,Matisse Thybulle,CNC
46615,Shake Milton,Russell Westbrook,CNC
46616,Russell Westbrook,Tobias Harris,CC
46617,Matisse Thybulle,Bradley Beal,CC
46618,Thomas Bryant,Seth Curry,CC
46619,Thomas Bryant,Ben Simmons,CNC
46620,Ben Simmons,Bradley Beal,CNC
46621,Cameron Johnson,Luka Doncic,CC
46622,Devin Booker,Maxi Kleber,CNC
46623,Josh Richardson,Devin Booker,CC
46624,Maxi Kleber,Chris Paul,CNC
46625,Luka Doncic,Suns,INC
46626,Deandre Ayton,Tim Hardaway Jr.,CNC
46627,Maxi Kleber,Devin Booker,CNC
46628,Maxi Kleber,Devin Booker,CC
46629,P.J. Washington,Shai Gilgeous-Alexander,CNC
46630,Shai Gilgeous-Alexander,Devonte' Graham,CC
46631,Hornets,Thunder,CC
46632,Terry Rozier,Shai Gilgeous-Alexander,CNC
46633,Shai Gilgeous-Alexander,Terry Rozier,CC
46634,Miles Bridges,Darius Bazley,CNC
46635,Miles Bridges,Shai Gilgeous-Alexander,CNC
46636,Darius Bazley,Terry Rozier,CNC
46637,Terry Rozier,Darius Bazley,CNC
46638,Miles Bridges,Shai Gilgeous-Alexander,CNC
46639,Terry Rozier,Shai Gilgeous-Alexander,CNC
46640,P.J. Washington,Shai Gilgeous-Alexander,CNC
46641,Darius Bazley,Miles Bridges,CNC
46642,Miles Bridges,Darius Bazley,CNC
46643,Miles Bridges,Shai Gilgeous-Alexander,CC
46644,Luguentz Dort,Terry Rozier,CC
46645,Miles Bridges,George Hill,CNC
46646,Terry Rozier,George Hill,CC
46647,Devonte' Graham,Luguentz Dort,CNC
46648,Luguentz Dort,Devonte' Graham,CNC
46649,Shai Gilgeous-Alexander,Terry Rozier,CNC
46650,Terry Rozier,Shai Gilgeous-Alexander,CC
46651,Gordon Hayward,Shai Gilgeous-Alexander,CC
46652,P.J. Washington,Shai Gilgeous-Alexander,CNC
46653,Shai Gilgeous-Alexander,Gordon Hayward,CNC
46654,Gordon Hayward,Shai Gilgeous-Alexander,CC
46655,Darius Bazley,Miles Bridges,CNC
46656,Cody Martin,Shai Gilgeous-Alexander,CNC
46657,Shai Gilgeous-Alexander,Terry Rozier,CNC
46658,Blake Griffin,Andre Drummond,CC
46659,Blake Griffin,Collin Sexton,CNC
46660,Andre Drummond,Derrick Rose,CNC
46661,Jerami Grant,Andre Drummond,CC
46662,Mason Plumlee,Andre Drummond,CNC
46663,Kevin Love,Blake Griffin,CNC
46664,Pistons,Cavaliers,CC
46665,Blake Griffin,Andre Drummond,CNC
46666,Mason Plumlee,Collin Sexton,CC
46667,Jerami Grant,Darius Garland,CNC
46668,Blake Griffin,Andre Drummond,CNC
46669,Collin Sexton,Delon Wright,CNC
46670,Jerami Grant,Collin Sexton,CC
46671,Andre Drummond,Jerami Grant,CNC
46672,Collin Sexton,Jerami Grant,CNC
46673,Collin Sexton,Blake Griffin,CNC
46674,Derrick Rose,Isaac Okoro,CNC
46675,Blake Griffin,Collin Sexton,CNC
46676,Andre Drummond,Derrick Rose,INC
46677,Andre Drummond,Blake Griffin,CNC
46678,Collin Sexton,Blake Griffin,INC
46679,Jonas Valanciunas,John Collins,CNC
46680,Kevin Huerter,Ja Morant,CC
46681,Trae Young,Grayson Allen,INC
46682,Ja Morant,John Collins,CNC
46683,John Collins,Ja Morant,CNC
46684,Ja Morant,Hawks,CC
46685,Jonas Valanciunas,Bogdan Bogdanovic,CNC
46686,Jonas Valanciunas,Cam Reddish,CNC
46687,Cam Reddish,Dillon Brooks,INC
46688,Dillon Brooks,Trae Young,CNC
46689,Cam Reddish,Grayson Allen,CNC
46690,Ja Morant,Bogdan Bogdanovic,CC
46691,De'Andre Hunter,Ja Morant,CNC
46692,Dillon Brooks,Trae Young,CC
46693,Jusuf Nurkic,Danuel House Jr.,CNC
46694,CJ McCollum,Jae'Sean Tate,CNC
46695,Robert Covington,Christian Wood,CNC
46696,Christian Wood,Jusuf Nurkic,CNC
46697,Jusuf Nurkic,Christian Wood,CNC
46698,Derrick Jones Jr.,Christian Wood,CNC
46699,Jusuf Nurkic,James Harden,CNC
46700,Damian Lillard,Christian Wood,CNC
